0	2.762222	3.925767	3.201477	
1	2.726080	3.998309	3.203483	
2	2.721403	4.063008	3.207541	
3	2.762074	3.955515	3.207256	
4	2.757245	3.916598	3.209973	
5	2.777188	3.945745	3.212279	
6	2.744041	4.030628	3.217162	
7	2.771433	3.980872	3.220255	
8	2.767580	4.032781	3.224461	
9	2.784317	4.015255	3.225883	
10	2.774294	4.000000	3.223754	
11	2.767226	4.073853	3.220803	
12	2.768188	3.998128	3.224456	
13	2.781937	4.035207	3.230449	
14	2.762897	4.056153	3.225256	
15	2.766349	4.031099	3.233180	
16	2.772284	4.004345	3.233985	
17	2.744162	4.048395	3.242057	
18	2.750175	4.013352	3.238585	
19	2.784916	4.072323	3.238088	
20	2.759541	4.074082	3.237211	
21	2.752382	4.115996	3.239472	
22	2.783431	4.045843	3.241235	
23	2.768291	4.049907	3.244829	
24	2.771160	4.152631	3.247398	
25	2.771761	4.089749	3.243121	
26	2.791074	4.022626	3.248559	
27	2.764475	4.063379	3.248311	
28	2.785140	4.081457	3.253265	
29	2.791601	4.103682	3.257813	
30	2.798615	4.070831	3.255369	
31	2.786114	4.075470	3.252639	
32	2.772267	4.099145	3.255338	
33	2.744985	4.117470	3.249604	
34	2.767178	4.127125	3.246977	
35	2.776445	4.066385	3.250897	
36	2.781771	4.056029	3.250821	
37	2.759970	4.040948	3.256358	
38	2.752144	4.074158	3.258413	
39	2.754625	4.051529	3.257276	
40	2.741731	4.042075	3.252001	
41	2.765794	4.081628	3.251793	
42	2.788774	4.029668	3.247450	
43	2.768376	4.031906	3.249692	
44	2.777801	4.003276	3.247866	
45	2.752050	4.109438	3.251055	
46	2.749704	4.113654	3.257021	
47	2.770659	4.083547	3.257189	
48	2.777936	4.159024	3.257725	
49	2.779204	4.115771	3.262776	
50	2.789017	4.139531	3.261354	
51	2.787459	4.125057	3.259442	
52	2.783963	4.184065	3.262372	
53	2.787518	4.167895	3.264498	
54	2.757101	4.170547	3.262122	
55	2.794114	4.158103	3.262206	
56	2.781342	4.103922	3.261557	
57	2.782816	4.133163	3.259635	
58	2.765943	4.111712	3.260878	
59	2.751364	4.115959	3.260902	
60	2.764551	4.127721	3.261865	
61	2.787231	4.192036	3.263303	
62	2.781380	4.130996	3.268069	
63	2.788898	4.099549	3.266534	
64	2.752644	4.198063	3.269000	
65	2.778348	4.153555	3.270978	
66	2.765604	4.173933	3.273424	
67	2.767105	4.117224	3.271494	
68	2.770054	4.125882	3.270027	
69	2.777362	4.131943	3.272243	
70	2.758955	4.120457	3.274982	
71	2.788665	4.117384	3.270747	
72	2.758227	4.170319	3.273748	
73	2.775173	4.196070	3.271890	
74	2.783997	4.156530	3.270674	
75	2.762006	4.209836	3.272204	
76	2.768779	4.115058	3.273688	
77	2.770467	4.171323	3.280807	
78	2.773711	4.130234	3.278898	
79	2.806012	4.061076	3.282252	
80	2.775385	4.090921	3.285262	
81	2.767096	4.124089	3.288868	
82	2.786759	4.127907	3.289715	
83	2.800632	4.168900	3.292989	
84	2.804269	4.152374	3.291089	
85	2.809713	4.135115	3.296186	
86	2.802377	4.142992	3.292930	
87	2.783229	4.208631	3.294120	
88	2.780380	4.195155	3.301730	
89	2.795379	4.139473	3.296524	
90	2.779992	4.185540	3.297099	
91	2.770448	4.212392	3.295165	
92	2.754781	4.182677	3.296753	
93	2.790288	4.101600	3.296916	
94	2.774401	4.155646	3.302649	
95	2.798673	4.157434	3.307436	
96	2.808101	4.148729	3.310215	
97	2.779279	4.227958	3.310473	
98	2.781192	4.213034	3.308061	
99	2.778868	4.185244	3.311484	
100	2.787720	4.240910	3.312762	
101	2.761623	4.164890	3.316039	
102	2.791116	4.209830	3.315197	
103	2.769908	4.216098	3.306995	
104	2.773950	4.193859	3.304654	
105	2.807184	4.130480	3.307999	
106	2.785053	4.161529	3.309842	
107	2.786620	4.229886	3.309693	
108	2.806636	4.165058	3.312068	
109	2.790944	4.180384	3.309649	
110	2.796651	4.209546	3.314611	
111	2.821948	4.289283	3.319790	
112	2.816091	4.280937	3.325184	
113	2.795662	4.298682	3.333369	
114	2.792334	4.309538	3.334537	
115	2.814916	4.252401	3.338345	
116	2.814372	4.350534	3.341957	
117	2.810277	4.315098	3.339682	
118	2.779967	4.371104	3.347209	
119	2.791138	4.384873	3.353169	
120	2.803069	4.357974	3.356485	
121	2.814580	4.347823	3.367434	
122	2.813071	4.293931	3.367734	
123	2.775151	4.243244	3.375209	
124	2.789878	4.274929	3.371693	
125	2.771673	4.260255	3.373319	
126	2.803217	4.290264	3.377686	
127	2.805715	4.233987	3.380767	
128	2.815851	4.318175	3.382971	
129	2.832062	4.409083	3.381014	
130	2.832882	4.348404	3.389102	
131	2.791424	4.372706	3.395497	
132	2.804142	4.381591	3.405515	
133	2.803702	4.402413	3.401735	
134	2.793030	4.370724	3.411172	
135	2.817280	4.375749	3.416776	
136	2.833908	4.328504	3.421092	
137	2.823187	4.387308	3.419845	
138	2.858235	4.372336	3.423530	
139	2.848302	4.414931	3.427424	
140	2.828979	4.397316	3.433955	
141	2.815569	4.397840	3.438520	
142	2.847647	4.426471	3.443209	
143	2.819138	4.411195	3.446547	
144	2.820282	4.385949	3.448952	
145	2.818274	4.488377	3.451745	
146	2.829600	4.397186	3.458952	
147	2.799119	4.334563	3.459910	
148	2.837890	4.367251	3.463640	
149	2.824386	4.406145	3.465530	
150	2.846726	4.311477	3.470158	
151	2.822060	4.403996	3.479581	
152	2.835790	4.384751	3.484552	
153	2.847079	4.387162	3.481927	
154	2.848559	4.433868	3.489690	
155	2.868808	4.426958	3.489520	
156	2.875647	4.436872	3.493613	
157	2.868020	4.427660	3.495038	
158	2.875969	4.429426	3.501814	
159	2.835449	4.405540	3.505400	
160	2.850498	4.529340	3.504757	
161	2.885807	4.510585	3.507393	
162	2.870363	4.488528	3.512401	
163	2.887502	4.540837	3.515904	
164	2.884768	4.438122	3.516242	
165	2.867761	4.427957	3.517335	
166	2.852457	4.385605	3.519702	
167	2.858208	4.599747	3.527730	
168	2.888839	4.529432	3.532513	
169	2.875732	4.418369	3.535886	
170	2.911803	4.485416	3.540306	
171	2.898259	4.497764	3.539197	
172	2.926950	4.402166	3.538215	
173	2.910292	4.512374	3.536523	
174	2.899630	4.506956	3.538547	
175	2.922951	4.404519	3.540103	
176	2.896212	4.460212	3.539410	
177	2.894274	4.377022	3.532404	
178	2.947886	4.440030	3.542143	
179	2.905612	4.443255	3.544467	
180	2.939362	4.443577	3.548252	
181	2.928112	4.427952	3.551605	
182	2.925396	4.508821	3.553972	
183	2.951304	4.490389	3.552275	
184	2.915655	4.526620	3.555752	
185	2.969690	4.472233	3.561701	
186	2.978542	4.581896	3.564890	
187	2.994951	4.525316	3.561837	
188	2.969783	4.567399	3.562015	
189	2.923617	4.411843	3.563020	
190	2.955459	4.479028	3.567077	
191	2.939112	4.478339	3.568321	
192	2.900304	4.381044	3.571489	
193	2.936389	4.428684	3.573663	
194	2.888185	4.489874	3.577531	
195	2.972160	4.563991	3.576611	
196	2.971027	4.504447	3.585583	
197	2.994147	4.481749	3.593679	
198	2.948105	4.474641	3.591506	
199	2.969028	4.480285	3.592673	
200	2.983898	4.505891	3.597537	
201	3.002036	4.514339	3.602165	
202	3.012491	4.472088	3.605417	
203	2.946808	4.520044	3.607976	
204	2.984768	4.500474	3.611514	
205	2.985391	4.555714	3.611727	
206	2.995922	4.547506	3.620512	
207	2.974918	4.619309	3.625693	
208	2.981884	4.569008	3.624273	
209	2.994962	4.544466	3.615845	
210	3.039238	4.491798	3.619869	
211	2.947353	4.482786	3.627450	
212	3.013365	4.572323	3.627801	
213	2.996096	4.547776	3.634930	
214	3.026511	4.586485	3.637175	
215	2.991131	4.549897	3.637579	
216	3.007015	4.683350	3.640664	
217	3.023972	4.724184	3.643563	
218	3.011916	4.639173	3.646477	
219	3.052051	4.531274	3.648839	
220	3.043081	4.494396	3.654742	
221	3.005919	4.488096	3.652181	
222	3.014753	4.506759	3.655106	
223	3.037364	4.524052	3.661737	
224	3.050405	4.517336	3.663836	
225	3.080210	4.532654	3.665100	
226	3.045089	4.490159	3.664780	
227	2.995897	4.561697	3.667496	
228	3.038463	4.533629	3.672113	
229	3.026749	4.606161	3.681891	
230	2.993168	4.582479	3.682465	
231	3.003683	4.592643	3.685883	
232	3.048655	4.655526	3.684956	
233	3.018641	4.638588	3.689412	
234	3.020731	4.605690	3.689302	
235	3.038039	4.619351	3.695907	
236	3.084625	4.599255	3.702366	
237	3.055289	4.678368	3.705834	
238	3.069963	4.564665	3.712677	
239	3.050799	4.665847	3.717803	
240	3.096923	4.652057	3.720989	
241	3.130313	4.649371	3.720541	
242	3.131970	4.674269	3.721571	
243	3.092332	4.612468	3.727493	
244	3.100248	4.548633	3.730447	
