0	53.508766	70.479518	60.807619	
1	53.729074	70.210897	60.856087	
2	53.992539	71.013918	60.959626	
3	53.867098	71.000992	61.114451	
4	54.128596	71.028770	61.241013	
5	53.804912	71.287165	61.238708	
6	53.969055	70.900922	61.225155	
7	53.927692	70.420130	61.144731	
8	54.306882	70.995777	61.145505	
9	54.203560	71.217896	61.123956	
10	54.311241	70.934389	61.280766	
11	54.001635	71.245648	61.359328	
12	53.969861	71.888518	61.321809	
13	54.086452	71.182640	61.364352	
14	54.177440	70.654183	61.351635	
15	54.346091	70.579209	61.271309	
16	53.763494	71.594577	61.295319	
17	53.863583	70.811512	61.305166	
18	53.990994	71.039517	61.449965	
19	54.164157	70.620949	61.443170	
20	54.033240	71.016355	61.486041	
21	54.027745	70.340685	61.418698	
22	53.977568	70.589511	61.429979	
23	54.157699	70.582824	61.381538	
24	54.338119	70.936526	61.405610	
25	54.330697	70.881576	61.382939	
26	54.096619	71.362975	61.552259	
27	54.330460	71.315989	61.518783	
28	54.270503	70.945335	61.468578	
29	54.364358	71.423058	61.448913	
30	54.467884	70.914283	61.546774	
31	54.234369	70.570291	61.419564	
32	54.318247	71.111819	61.523903	
33	54.181570	70.791080	61.583592	
34	54.477293	70.360597	61.640977	
35	54.616731	70.448566	61.606646	
36	54.449068	70.376937	61.673780	
37	54.445715	70.793818	61.714815	
38	54.494374	71.986594	61.777579	
39	54.449724	71.366822	61.945025	
40	54.585510	71.665261	61.934339	
41	54.433565	71.228170	61.780624	
42	54.610062	71.553825	61.809384	
43	54.353604	71.993514	61.947759	
44	54.806882	71.761097	62.110906	
45	54.694322	71.522808	62.170228	
46	54.885160	71.516443	62.197340	
47	55.049948	71.586388	62.112523	
48	54.738504	71.423035	62.127091	
49	55.005910	71.906517	62.224358	
50	55.205343	71.578024	62.261940	
51	54.913256	71.820476	62.422571	
52	55.098447	72.317771	62.560649	
53	55.195279	72.868042	62.736415	
54	55.129971	72.766701	62.642562	
55	55.011304	72.914705	62.742721	
56	54.986299	72.539388	62.791289	
57	54.791933	72.469211	62.884195	
58	55.029002	72.814179	62.870279	
59	55.088491	72.413564	62.830848	
60	55.347817	72.502702	62.736986	
61	55.588760	72.828883	62.850891	
62	55.580753	72.396813	62.931403	
63	55.432126	72.515300	63.059137	
64	55.397865	72.570343	63.023424	
65	55.479326	72.238918	63.113368	
66	55.331993	72.310806	63.092363	
67	55.177808	72.484381	63.110230	
68	55.730837	72.637733	63.114180	
69	55.539323	72.575465	63.175848	
70	55.430152	72.462973	63.265288	
71	55.824528	72.632530	63.280566	
72	55.552267	72.560711	63.330088	
73	55.460355	72.853466	63.312950	
74	55.859235	72.138793	63.183778	
75	55.780191	73.144711	63.281825	
76	56.020875	72.896432	63.332173	
77	55.953608	72.361371	63.334315	
78	55.849084	72.550093	63.489205	
79	55.689004	72.359420	63.501837	
80	55.702275	73.173462	63.520429	
81	55.911042	72.576784	63.448156	
82	56.228590	73.113205	63.552427	
83	55.967289	73.067502	63.582202	
84	55.934135	72.666915	63.603156	
85	55.742713	73.077850	63.657019	
86	55.956718	73.295997	63.704369	
87	55.849893	73.465252	63.751337	
88	56.106147	73.032044	63.770262	
89	56.143393	73.919362	63.801266	
90	56.214879	73.392959	63.719504	
91	56.256438	73.017451	63.741791	
92	56.295677	72.895343	63.835798	
93	56.385429	73.177108	63.853723	
94	56.424044	73.424770	63.838467	
95	56.233491	73.504976	63.927656	
96	56.552906	73.220626	63.882385	
97	56.444533	73.026451	63.981362	
98	56.701610	73.739629	64.079178	
99	56.350542	73.619097	64.093104	
100	56.421419	73.206961	64.133916	
101	56.919184	73.844368	64.177077	
102	56.983451	73.780563	64.294591	
103	56.739499	73.572497	64.331096	
104	56.532543	73.932592	64.326984	
105	56.842097	73.832289	64.332396	
106	56.998374	73.886867	64.378589	
107	56.699603	74.243039	64.397157	
108	56.758555	74.378658	64.477628	
109	56.785285	74.387718	64.497184	
110	57.079939	74.369069	64.546604	
111	56.987580	74.732668	64.720057	
112	56.643421	74.629311	64.760255	
113	56.872390	75.056165	64.830654	
114	56.692373	74.790821	64.780388	
115	57.280748	74.915454	64.974329	
116	57.076714	74.822488	65.015827	
117	57.189070	74.936500	65.002395	
118	57.344971	75.006274	65.061171	
119	57.217709	74.573693	65.065146	
120	57.094200	74.557353	65.075795	
121	57.447649	74.790515	65.238008	
122	57.778637	75.318362	65.338456	
123	57.698693	75.089549	65.348288	
124	57.953544	74.988682	65.420199	
125	57.826389	74.871502	65.464985	
126	57.596648	74.341877	65.626765	
127	57.928190	74.510663	65.641956	
128	57.892770	75.526050	65.693203	
129	57.885286	75.569658	65.717914	
130	57.825382	75.576558	65.755725	
131	57.921468	75.692714	65.728023	
132	58.207480	75.320306	65.763780	
133	58.219800	75.355938	65.728598	
134	58.178685	74.409258	65.780313	
135	58.492272	74.610080	65.818843	
136	58.193794	74.676064	65.870766	
137	58.299122	75.037354	65.844630	
138	58.193826	75.590583	65.785261	
139	58.020083	74.751911	65.862732	
140	58.392643	74.889339	66.037674	
141	58.361751	75.378780	66.040820	
142	58.447622	74.956822	65.989525	
143	58.416750	75.907390	66.236358	
144	58.350826	75.198745	66.302022	
145	58.359075	75.533228	66.262826	
146	58.218236	76.043696	66.344188	
147	58.514914	76.148354	66.393360	
148	58.673465	76.103164	66.336877	
149	58.891412	75.645739	66.389406	
150	58.971358	75.419039	66.477304	
151	59.238061	75.797792	66.485871	
152	58.861680	75.669457	66.567173	
153	58.945724	76.259447	66.628141	
154	58.701765	76.588865	66.732402	
155	58.972928	76.063309	66.765499	
156	59.116248	75.869230	66.871878	
157	59.573355	75.999049	66.971951	
158	59.766322	75.513459	67.032637	
159	59.595941	75.907641	67.179693	
160	59.781703	75.815476	67.263531	
161	59.312639	75.800135	67.200212	
162	59.423570	75.650528	67.237175	
163	59.496937	75.854332	67.342973	
164	59.805632	75.947900	67.377998	
165	59.785113	75.942984	67.402912	
166	60.198822	76.267154	67.469587	
167	59.997560	76.047316	67.440636	
168	59.928033	77.210438	67.463425	
169	60.016260	76.825624	67.528605	
170	60.197299	77.209829	67.633230	
171	60.332338	76.519751	67.742567	
172	60.315707	76.812362	67.834491	
173	60.524521	77.373584	67.880675	
174	60.572907	76.811127	67.980478	
175	60.784273	77.126216	68.077089	
176	60.703340	77.608027	68.241323	
177	60.771746	77.402634	68.294569	
178	60.555890	77.532517	68.319820	
179	60.872939	77.233321	68.302616	
180	60.886501	77.406764	68.346049	
181	61.150221	77.112794	68.422735	
182	61.077667	77.611490	68.556629	
183	60.942212	77.491030	68.591406	
184	61.204010	77.521268	68.516716	
185	60.872610	77.507234	68.556197	
186	61.054314	77.756563	68.666378	
187	61.203139	77.740903	68.787650	
188	61.026532	77.438992	68.890356	
189	60.810063	77.493101	68.882142	
190	61.324821	77.499545	68.998942	
191	61.397204	77.681064	69.024463	
192	61.401833	77.921885	69.010782	
193	61.484960	77.820583	69.087136	
194	61.554784	78.027971	69.156788	
195	61.675954	77.759531	69.191868	
196	61.606565	77.418638	69.307189	
197	61.746255	77.814669	69.431916	
198	61.653531	78.068431	69.512705	
199	61.798983	78.106584	69.458380	
200	61.742514	78.545895	69.629051	
201	62.360638	78.244953	69.780677	
202	62.514021	78.716190	69.997096	
203	62.515827	78.804950	70.080084	
204	62.858300	78.936070	70.182968	
205	62.477946	78.871233	70.256039	
206	62.586745	78.586211	70.352857	
